created_at,full_text,location,text_translated,sentiment_score,sentiment
Sat Aug 24 00:15:14 +0000 2024,@bckupacc99 50??? @KPDNKK tengok ni main letak je harga Kalau kata 20-25 blh terima lg ,"Bangi, Selangor.",bckupacc99 50 Kpdnkk look at this priced if 2025 can accept lg,0.3818,Positive
Fri Aug 23 15:24:38 +0000 2024,@KPDN_HQ @KPDNKK @HasnolzamzamKSU @KPDN_Melaka Harga makan minum di restoran kena pantau. Kena cek. Khuatir pengguna dipermain. Siapa pantau harga makan minum yang dijual di panggung wayang Malaysia? Tahu ker skima mereka? #Sinema,"Kuala Lumpur, Malaysia ",Kpdnhq kpdnkk hasnolzamzamksu kpdnmelaka meal price at a restaurant to monitorGot a checkWorried user are playedWho monitored the price of a drink sold at the Malaysian Movie TheaterKnow their skimmingSinema,0.0,Neutral
Fri Aug 23 14:40:35 +0000 2024,@anwarkhairuddin Hello kpdnkk,"Selangor, Malaysia",anwarkhairuddin hello kpdnkk,0.0,Neutral
Fri Aug 23 03:38:42 +0000 2024,@pedoqpop KPDNKK WATCHING THIS,Malaysia,pedoqpop kpdnkk watching this,0.0,Neutral
Fri Aug 23 03:28:14 +0000 2024,@shuurang DIA IGT NI MAIN2 KE APA?? Mcm mana nak report eh kat apa nama tu kpdnkk,내꺼 💛 Chan’s room,shuapan dia igt ni main2 to what Mcm where to report eh what is the name of the KPDNKK,0.0,Neutral
Thu Aug 22 23:20:46 +0000 2024,Sebelum tu aku peleceh gak kpdnkk ni. Geram cari minyak masak tak ada. Lepas download nampak ada usaha kat situ. Aku cool sikit..,"Dubai, United Arab Emirates",Before that I wa not the KPDNKKIts annoying to find cooking oilAfter downloading there seems to be an effort thereIm cool,0.5511,Positive
Thu Aug 22 23:18:38 +0000 2024,Download exAdu supaya senang kpdnkk turun padang jumpa tokey dan saman. Aku pernah guna kpdnkk call kedai dan kemudian diorg call aku bg tau perkembangan. Juga bagi tau mana nak dapat brgan yg aku nak cari tu ditempat lain. https://t.co/3F4OCm5FC4,"Dubai, United Arab Emirates",Download exadu so that the KPDNKK is going down the field to meet the tokey and the suitI used to use KPDNKK call the shop and then diorg call me to knowAlso to know where to find the one I want to find elsewhere,0.0772,Positive
Thu Aug 22 10:54:12 +0000 2024,bertahun tahun Pasaraya yang caj 20cents diseluruh Klang valley. @KPDN_HQ @KPDNKK baru tahu itu adalah kesalahan. biar betul.,Petaling Jaya,Years of a 20cents supermarket all over Klang ValleyKpdnhq kpdnkk just knew it wa a mistakeThats right,0.0,Neutral
Thu Aug 22 10:09:36 +0000 2024,@amieryusoff @MekSangBuaya Kah3..ko yang bodoh.. ko rajin la sikit pegi tgk page2 kpdnkk tgk depa buat kerja ke x.. smua nak kena suap je.. patut bangang,Kuala Lumpur Federal Territory,amiieyusoff meksangbuaya kah3ko stupid ko diligently la a little pegi tgk page2 kpdnkk tgk to do work to x all to bribe should be,-0.6369,Negative
Thu Aug 22 08:19:21 +0000 2024,@MaulenaGroot @amieryusoff oitt..kpdnkk tu mmg tunggu report je ke?? dia takde inisiatif macam buat pantauan mengejut ke???,,Maulenagroot amiiesoff oittkpdnkk tu mmg waiting to report je He ha no initiative like a surprise monitoring,0.049,Neutral
Thu Aug 22 07:04:24 +0000 2024,@MalaysiaGazette Repot @KPDNKK jgn bt x tau harap pantau smua kedai mkn dan runcit. Memg betul @PPIM_official harga air mineral ni dr dlu lebih mahal dr RON95 tp kalu xda Pnguatkuasaan mana ada perubahan laaaaa...hanat⁉️,,MalaysiAgazette Repot kpdnkk jgn bt x tau hope to monitor all shop and retailMemg is right ppimofficial this mineral water price is more expensive from RON95 but not the power of the deed where there is a change,0.2382,Positive
Thu Aug 22 01:23:13 +0000 2024,@MaulenaGroot @MekSangBuaya Walanon bangang..setiap daerah ada cawangan kpdnkk..nak tunggu report apanya..dah diesel naik harga dan isu kenaikan harga barang jadi bualan rakyat..ko nak tunggu report ape bendenya..baik ko tutup jer kpdnkk tu..ade pon serupa takde..bangang!!!,Malaysia,Maulenagroot meksangbuaya walanon bangangEvery district ha a branch kpdnkknot waiting for a reportnot diesel rising price and issue of price increase so people talkit want to wait for the report ape bendenbut I close the KPDNKK,0.6444,Positive
Thu Aug 22 00:33:52 +0000 2024,Wow jadi KPDNKK pulak.,,Wow so KPDNKK pulak,0.5859,Positive
Wed Aug 21 23:39:58 +0000 2024,@SinarOnline Kpdnkk rupanya,in your heart,Sinaronline kpdnkk apparently,0.0,Neutral
Wed Aug 21 23:04:21 +0000 2024,@MaulenaGroot @MekSangBuaya Abih apa guna berlambak pegawai kpdnkk..makan gaji buta ka?..tanggungjawab kerajaan la pastikan harga barang turun..diesel pon turun 10sen jer..orang lain je bermasalah..masalah sendiri taknak pikir,Malaysia,Maulenagroot meksangbuaya what to use KPDNKK officer eat blind pay government responsibility to make sure the price of good go downdiesel pound down 10sen jer other people are in trouble,-0.1531,Negative
Wed Aug 21 20:18:36 +0000 2024,@update11111 @KPDNKK,"Johore, Malaysia",update11111 kpdnkk,0.0,Neutral
Wed Aug 21 19:45:13 +0000 2024,@SyedAkramin @KPDNKK malas ulas panjang. Tag je.,"Johore, Malaysia",Syedakramin kpdnkk lazy reviewTag je,-0.3612,Negative
Wed Aug 21 16:47:27 +0000 2024,@0nly_FABs @SyedAkramin x boleh kena saman kalau menu atau penerangan kpd pelanggan tidak jelas. silap2 kpdnkk dtg tgk menu x jelas gmbr menu ada sambal. mengelirukan pun boleh kena kompaun,,0nlyfabs syedakramin x can be sued if the menu or description of the customer is unclearMistakes2 kpdnkk in the menu x clearly gmbr menu ha sambalEven misleading can be compounded,0.34,Positive
Wed Aug 21 14:39:57 +0000 2024,@pedoqpop Nice try KPDNKK,🇲🇾🇸🇬,pedoqpop nice try kpdnkk,0.4215,Positive
Wed Aug 21 11:31:56 +0000 2024,@ShamTakumi @_AmranFans Komer siapa nk bertanya tuhhh. Org kuat Kjaan ker.. KPDNKK kerr.. Pengilang/Pemborong/Pengedar/Peruncit kerrr..? Cer g tinjau tgok ke seluruh kwsn baru tahu. Nk citer sini letih lerr.. Lps sorg.. sorg bertanya tp tak de sorg pun yg berguna. Semua sembang n jilat sini jerr.. ,,Shamtakumi amranfans Complex who asked meKerRs strong man KPDNKK Kerr ManufacturersWholesalersDistributorsRetailers Kerrr Cer g review all the new KWSN knowsNk citer here tired lp sorg sorg asked but not even usefulAll chat n lick here jerr,0.0516,Positive
Wed Aug 21 10:53:24 +0000 2024,kakakakakak lebih kpdnkk dari kuah hahahahaha,Malaysia,You are more than a kpdnkk than the gravy hahahahaha,0.0,Neutral
Wed Aug 21 08:34:07 +0000 2024,@MekSangBuaya Melampau jugak nasi ayam rm11. Nasi lemak babi ke? Senang je buat aduan kat KPDNKK nnt dorang tutup la kedai tu,"Bandar Kuala Lumpur, Wilayah P",MeksangBuaya Extreme Chicken Rice RM11Pork fat riceIts nice to make a complaint at the KPDNKK not to close the store,0.1531,Positive
Wed Aug 21 00:57:11 +0000 2024,@BungkusKawKaw @KPDNKK please check all the food price @BungkusKawKaw it s ridiculous!! @hmetromy @bernamadotcom @tv3malaysia,"Dubai, United Arab Emirates",Butakkawkaw kpdnkk please check all the food price butakkawkaw it s ridiculous hmetromy bernamadotcom tv3malaysia,-0.0516,Negative
Wed Aug 21 00:39:51 +0000 2024,After the downfall of QM Public Gold adalah next! @BNM_official kena tgk business governance yang mengarut @KPDNKK kena check the business conduct aligned or not dengan our regulatory framework. Hint : Insider trader and transfer pricing! Hint lagi : Income definition,,After the downfall of QM Public Gold is nextBnmofficial ha to get a business government that ridiculed kpdnkk to check the business conduct aligned or not with our regulatory frameworkHint Insider Trader and Transfer PricingHint again Income Definition,-0.0258,Neutral
Tue Aug 20 08:17:19 +0000 2024,@posmalaysia No answer regarding the remark. Pls answer. @McmcReact @KPDN_HQ @KPDNKK https://t.co/Qzj7cLiThL,"Sabah, Malaysia",posmalaysia no answer regarding the remarkPls answerMcmcreact kpdnhq kpdnkk,-0.296,Negative
Tue Aug 20 07:52:50 +0000 2024,Patut pun @posmalaysia melingkup tgu mampos je orang xpakai. Kalau pakai @jntexpressmy paling² dua hari dah sampai. Slow update. Lepastu sendiri unsuccessful delivery. Senang keje bila dah malas nak keluar hantar. @McmcReact @KPDN_HQ @KPDNKK https://t.co/Wj46iVTkc3,"Sabah, Malaysia",Even posmalaysia wrapped up and used peopleIf you use jntexpressmy at least two day have arrivedSlow updateLepastu itself unsuccessful deliveryIts nice to be lazy to go outMcmcreact kpdnhq kpdnkk,-0.296,Negative
Tue Aug 20 05:24:18 +0000 2024,@bossku_team @KamalNoze @JsmSelamat25259 @FiiZii2 @Bossbm17 @AimanAirin2 @mysahar @Dinkasa154 @IvarCripple @Alamurni @BanulataDava @Ayahanda_MD Selain pihak kerajaan pantau pengguna jika nampak peniaga jual pd harga tinggi. Ambik gambar dan lapor terus kpd KPDNKK....,West Malaysia,bosskuteam kamalnoze jsmselamat25259 fiizii2 bossbm17 aimanairin2 mysahar sinkasa154 ivarcripple alamurni banulatadava ayahandamd In addition to the government monitoring consumer if you see a high price traderTake the picture and report directly to the KPDNKK,0.0,Neutral
Mon Aug 19 12:27:32 +0000 2024,@PixiesTribe @irzzwani kena report KPDNKK ,Metaverse,PixiSyStribe irzzwani Report KPDNKK,0.0,Neutral
Sun Aug 18 21:57:41 +0000 2024,@WazieW @LazadaMY Pembeli akan rasa tertipu bila barang yang kita order tidak dihantar ikut seperti pesanan. Kena report @KPDNKK kes sebegini.,"Alor Star, Kedah",Waziew lazadamy The buyer will feel fooled when the good we order are not shipped like the orderReport kpdnkk such case,-0.2047,Negative
Sun Aug 18 10:58:27 +0000 2024,Bila gaji gomen naik. Confirm la tetiba harga makanan pon naik . Haha takde kaitan kan. Kpdnkk pantau la harga makanan,Malaysia,When the paycheck go upConfirm it is the price of foodHaha ha nothing to do with itKPDNKK monitor the price of food,0.34,Positive
Sat Aug 17 11:32:25 +0000 2024,Saya jemput la @KPDNKK dtg ya ,"Bangi, Selangor.",I invite la kpdnkk dtg yes,0.5106,Positive
Sat Aug 17 06:01:17 +0000 2024,@JungshinChingu @umbrab3llator Mslh lah klu harga brg naik tp gaji x dpt naik. Jadi Ini dh ada kenaikan tak seragam utk pelbagai jenis perjawatan Awam kena la bg kredit sama pd SPA Utk harga brg ada KPDNKK; let them do their job,"Kuala Lumpur, Malaysia",Jungshinchingu umbrab3llator mslh lah price can rise but pay x can go upSo this is a uniform increase for various type of public position to be the same credit to the spa for the price of the KPDNKKlet them do their job,0.6956,Positive
Sat Aug 17 03:58:27 +0000 2024,@bckupacc99 Salah tetap salah mpaj woii kuat buat perangai jenis korang ni semua tempat mmg muka sama eh dgn yg kate xde knowledge tu? Muka mcm sama dgn budak kpdnkk melaka aritu jenis bahasa tak ada adab.,Malaysia,BCKUPACC99 is the wrong MPAJ WOII is strong for this kind of attitude of all of these place to face the same a that xde knowledgeMcms face is the same a the KPDNKK boy of Malacca is a lack of manner,-0.2732,Negative
Fri Aug 16 17:17:20 +0000 2024,@ohtweet PEJABAT TANAH IMIGRESEN KPDNKK ,Malaysia,ohtweet KPDNKK Immigration Land Office,0.0,Neutral
Fri Aug 16 14:18:05 +0000 2024,@wh0kdy suruh dia report channel kama kat kpdnkk,she/her 04,wh0kdy told him to report channel kam kat kpdnkk,0.0,Neutral
Fri Aug 16 11:35:40 +0000 2024,@update11111 @KPDN_HQ @KPDNKK,Earth,update11111 kpdnhq kpdnkk,0.0,Neutral
Fri Aug 16 03:59:56 +0000 2024,@update11111 Benda yang patut buat ialah tengok resit dia dimana dia beli then buat report di app kpdnkk. Report dalam app sangat function 3 hari dah datang check then dia akan bagi jawapan kepada report kita.,"Rembau, Negeri Sembilan",Update11111 The only thing to do is see his receipt where he bought it then made a report on the KPDNKK appReport in the app is a 3 day function coming to check then he will answer our report,0.0,Neutral
Thu Aug 15 09:29:39 +0000 2024,@SyedJymalZahiid @KKMPutrajaya Bukan @KKMPutrajaya jer yg tak active. @KPDNKK pun sama. Mohon penambahbaikan,Malaysia,Syedjymalzahiid kkmputrajaya is not kkmputrajaya jer not activeKpdnkk is the sameApply for improvement,0.4588,Positive
Thu Aug 15 09:26:14 +0000 2024,Anyone yg minta refund for #10cmLiveinKL? Boleh reply sini tak. I need to kumpul org supaya kpdnkk react faster for this issue,Malaysia,Anyone who asked for a refund for 10cmliveinklYou can reply hereI need to gather org to KPDNKK react faster for this issue,0.0,Neutral
Thu Aug 15 07:40:58 +0000 2024,Ramai tak sedar harga air mineral dengan air minuman dah start naik harga berlipat ganda. Patutlah beberapa bulan ni tak ada stok. Kita dahlah tak minat nak pakai Coway ke Cuckoo. Kita stress! @KPDNKK https://t.co/7cQpS4nE7i,,Many are unaware that the price of mineral water with drinking water ha begun to riseIt should have been a few month without stockWe have no interest in applying Coway to CuckooWere stressedKpdnkk,-0.2216,Negative
Thu Aug 15 05:58:48 +0000 2024,@MalaysianCitiz3 @update11111 @SPRMMalaysia @DBKL2u @jim_wpkl @KPDNKK @DrZalihaMustafa ‍‍‍‍‍,Malaysia,Malaysiancitiz3 update11111 sprmmalaysia dbkl2u jimwpkl kpdnkk drzalihamustafa,0.0,Neutral
Thu Aug 15 00:52:38 +0000 2024,@KPDN_HQ @KPDNKK saya call almost 10mins tak berangkat. https://t.co/uaQCqkxHk8,,Kpdnhq kpdnkk I call almost 10mins,0.0,Neutral
Wed Aug 14 18:09:57 +0000 2024,@update11111 @SPRMMalaysia pergi Malam pantau Chinatown KL. Sebab itu warga asing bermaharajalela berniaga sebab dah bagi dedak kpd @DBKL2u @jim_wpkl @KPDNKK . @DrZalihaMustafa first task kpd Datuk Bandar baru pecat DBKL yg diamanahkan jaga area ini. Celaka DBKL ini makan dedak jer,"Kuala Lumpur, Wilayah Persekut",update11111 sprmmalaysia go to the night monitor chinatown klThats why foreigner are in the business because they are already for dbkl2u jimwpkl kpdnkkDrzalihamustafa first task to the new Mayor of the DBKL is entrusted with this areaThis DBKL Double eats,0.2023,Positive
Tue Aug 13 01:51:32 +0000 2024,Nice try KPDNKK,Kuala Lumpur Federal Territory,Nice try KPDNKK,0.4215,Positive
Tue Aug 13 01:19:13 +0000 2024,@ibjela nice try kpdnkk Melaka,,ibjela nice try kpdnkk melaka,0.4215,Positive
Mon Aug 12 23:14:24 +0000 2024,@sidchan @KPDNKK,,sidchan kpdnkk,0.0,Neutral
Mon Aug 12 10:19:56 +0000 2024,@sidchan @KPDN_HQ @KPDNKK,malaysia,sidchan kpdnhq kpdnkk,0.0,Neutral
Mon Aug 12 08:54:22 +0000 2024,@bharianmy Ah kome..alasan je manjang @KPDNKK nah ni ada org cakap harga barang naik..sila buat operasi pantau harga bahan mentah Kalau ada sila ambil tindakan..jangan bersekongkol pulak haha,Burkina Faso,bharianmy ah komebut je mangjang kpdnkk nah no people say the price of good go up please do the operation to monitor the price of raw material if any please take actionDont consume it haha,0.7845,Positive
Mon Aug 12 05:47:32 +0000 2024,Saya harap sgt pegawai @KPDNKK @kppmkpdnkk dapat datang ke KLCC (contohnya) bersama saya dan ajar saya undang2 label harga jualan. Jom check bersama https://t.co/pYsDzNrIYo,"Kuala Lumpur, Malaysia ",I hope that the kpdnkk kppmkpdnkk officer can come to KLCC for example with me and teach me the sale price labelLets check together,0.4404,Positive
Mon Aug 12 00:31:44 +0000 2024,Buat aduan dkt @KPDNKK tapi senang mcm tu je dia tutup case lepas tu syorkan suruh rujuk pdrm pulak ‍↕️,Malaysia,Make complaint with kpdnkk but it easy to close the case and then recommend asking the PDRM,0.7579,Positive
Sat Jul 27 11:02:29 +0000 2024,Yang nak banyak macam paid review korang screenshot menu tu pastu masa dapat bandingkan dulu baru bayar. Selagi tak sama takyah bayar. And buat report KPDNKK.,Kuala Lumpur,Who want a lot of paid review you screenshot menu for sure you can compare it firstAs long a it is not the same a payingAnd make a report on KPDNKK,0.3818,Positive
Sat Jul 27 02:14:08 +0000 2024,@MALAYSIAVIRALLL bagi detail. kita report kpdnkk,,MalaysiaAviralll for detailsWe report KPDNKK,0.0,Neutral
Fri Jul 26 15:55:23 +0000 2024,memang sial terpaling sial punya kedai @KPDN_HQ @KPDNKK https://t.co/8ciVCNd1Sk,,It is unlucky to have a shop kpdnhq kpdnkk,0.0,Neutral
Fri Jul 26 13:39:07 +0000 2024,@aizu_gen9 @bvrtrvb @kakkumei Ada dah sebenarnya. Dulu kereta selalu rosak so selalu la duk tunggu kat workshop tembak cicak nampak ratecard dia. Dulu ada chop persatuan mekanik malaysia sekarang kpdnkk yg jaga. Boleh report kat kpdnkk juga kalau rasa dia overcharge kita,Kuala Lumpur City,aizugen9 bvrtrvb kakkumei is actuallyThe car used to be damaged so he wa always waiting for the lizard shooting workshop to see his ratecardThere wa a chop of the Malaysian Mechanical Association now KPDNKKYou can report to the KPDNKK too if he think he overcharge,-0.4404,Negative
Fri Jul 26 12:50:18 +0000 2024,@mhmmdhsm report @KPDNKK @KPDN_HQ,Chernobyl,mhmmdhsm report kpdnkk kpdnhq,0.0,Neutral
Fri Jul 26 12:46:26 +0000 2024,@eyemeroll Sorry bukan dari persatuan mekanik tapi dari KPDNKK. Site patut ada tapi tak jumpa. Tapi info dari fb kpdnkk ada https://t.co/1p1gogjOdm,Kuala Lumpur City,eyemeroll sorry not from the Mechanical Association but from the KPDNKKThe site should be there but cant find itBut info from FB KPDNKK is,-0.0387,Neutral
Fri Jul 26 12:44:20 +0000 2024,@mac_adimac @Petronas @KPDNKK Dia x peduli pon. Janji cukop bulan dapat duit hantar negara dia,Orang “06” Pahang 🇲🇾,macadimac petronas kpdnkk he caresThe promise of a moon can make money to send his country,0.3182,Positive
Fri Jul 26 12:43:57 +0000 2024,@AimanAirin2 @Petronas @KPDNKK Dia pon x berapa nak faham bahasa kebangsaan,Orang “06” Pahang 🇲🇾,Aimairin2 petronas kpdnkk he pon x how much to understand the national language,0.0,Neutral
Fri Jul 26 10:44:49 +0000 2024,@BitingTruth @StratcommPMX @KPDNKK Ya. Buat la kerja baik2. Rakyat terkesan beras tempatan tak ada. Saya pun dah pandai sikit2 cakap siam sebab makan beras impot,,Bitingtruth stratcommpmx kpdnkk yesDo good workPeople are affected by local riceIm also good at talking to Siam because I eat rice,0.6369,Positive
Fri Jul 26 10:33:04 +0000 2024,@UncleJazzman @StratcommPMX Tadi baru borak dengan member kerja Aeon Seksyen 13. Stok beras tempatan sampai bangla2 warehouse dah sorok siap2. Nak tengok bukti boleh tunggu malam lepas diorang balik kerja sorang2 angkut beras atas bahu. @KPDNKK kena buat kerja.,,Unclejazzman stratcommpmx wa just a huddle with the AEON Section 13 workTo see the evidence can wait for the night to return to work on the rice carrier on the shoulderKpdnkk ha to work,0.34,Positive
