created_at,full_text,location,text_translated
Fri Aug 23 15:24:38 +0000 2024,@KPDN_HQ @KPDNKK @HasnolzamzamKSU @KPDN_Melaka Harga makan minum di restoran kena pantau. Kena cek. Khuatir pengguna dipermain. Siapa pantau harga makan minum yang dijual di panggung wayang Malaysia? Tahu ker skima mereka? #Sinema,"Kuala Lumpur, Malaysia ",@Kpdn_hq @kpdnkk @hasnolzamzamksu @kpdn_melaka meal price at a restaurant to monitor.Got a check.Worried users are played.Who monitored the price of a drink sold at the Malaysian Movie Theater?Know their skimming?#Sinema
Fri Aug 23 14:40:35 +0000 2024,@anwarkhairuddin Hello kpdnkk,"Selangor, Malaysia",@anwarkhairuddin hello kpdnkk
Fri Aug 23 03:38:42 +0000 2024,@pedoqpop KPDNKK WATCHING THIS,Malaysia,@pedoqpop kpdnkk watching this
Fri Aug 23 03:28:14 +0000 2024,@shuurang DIA IGT NI MAIN2 KE APA?? Mcm mana nak report eh kat apa nama tu kpdnkk,내꺼 💛 Chan’s room,@shuapan dia igt ni main2 to what ??Mcm where to report eh what is the name of the KPDNKK
Thu Aug 22 23:20:46 +0000 2024,Sebelum tu aku peleceh gak kpdnkk ni. Geram cari minyak masak tak ada. Lepas download nampak ada usaha kat situ. Aku cool sikit..,"Dubai, United Arab Emirates",Before that I was not the KPDNKK.It's annoying to find cooking oil.After downloading there seems to be an effort there.I'm cool ..
Thu Aug 22 23:18:38 +0000 2024,Download exAdu supaya senang kpdnkk turun padang jumpa tokey dan saman. Aku pernah guna kpdnkk call kedai dan kemudian diorg call aku bg tau perkembangan. Juga bagi tau mana nak dapat brgan yg aku nak cari tu ditempat lain. https://t.co/3F4OCm5FC4,"Dubai, United Arab Emirates",Download exadu so that the KPDNKK is going down the field to meet the tokey and the suit.I used to use KPDNKK call the shop and then diorg call me to know.Also to know where to find the one I want to find elsewhere.https://t.co/3f4ocm5fc4
Thu Aug 22 10:54:12 +0000 2024,bertahun tahun Pasaraya yang caj 20cents diseluruh Klang valley. @KPDN_HQ @KPDNKK baru tahu itu adalah kesalahan. biar betul.,Petaling Jaya,Years of a 20cents supermarket all over Klang Valley.@Kpdn_hq @kpdnkk just knew it was a mistake.That's right.
Thu Aug 22 10:09:36 +0000 2024,@amieryusoff @MekSangBuaya Kah3..ko yang bodoh.. ko rajin la sikit pegi tgk page2 kpdnkk tgk depa buat kerja ke x.. smua nak kena suap je.. patut bangang,Kuala Lumpur Federal Territory,@amiieyusoff @meksangbuaya kah3..ko stupid .. ko diligently la a little pegi tgk page2 kpdnkk tgk to do work to x .. all to bribe .. should be
Thu Aug 22 08:19:21 +0000 2024,@MaulenaGroot @amieryusoff oitt..kpdnkk tu mmg tunggu report je ke?? dia takde inisiatif macam buat pantauan mengejut ke???,,@Maulenagroot @amiiesoff oitt..kpdnkk tu mmg waiting to report je ??He has no initiative like a surprise monitoring ???
Thu Aug 22 07:04:24 +0000 2024,@MalaysiaGazette Repot @KPDNKK jgn bt x tau harap pantau smua kedai mkn dan runcit. Memg betul @PPIM_official harga air mineral ni dr dlu lebih mahal dr RON95 tp kalu xda Pnguatkuasaan mana ada perubahan laaaaa...hanat⁉️,,@MalaysiAgazette Repot @kpdnkk jgn bt x tau hope to monitor all shops and retail.Memg is right @ppim_official this mineral water price is more expensive from RON95 but not the power of the deeds where there is a change ...
Thu Aug 22 01:23:13 +0000 2024,@MaulenaGroot @MekSangBuaya Walanon bangang..setiap daerah ada cawangan kpdnkk..nak tunggu report apanya..dah diesel naik harga dan isu kenaikan harga barang jadi bualan rakyat..ko nak tunggu report ape bendenya..baik ko tutup jer kpdnkk tu..ade pon serupa takde..bangang!!!,Malaysia,@Maulenagroot @meksangbuaya walanon bangang..Every district has a branch kpdnkk..not waiting for a report..not diesel rising price and issue of price increases so people talk..it want to wait for the report ape benden..but I close the KPDNKK..
Thu Aug 22 00:33:52 +0000 2024,Wow jadi KPDNKK pulak.,,Wow so KPDNKK pulak.
Wed Aug 21 23:39:58 +0000 2024,@SinarOnline Kpdnkk rupanya,in your heart,@Sinaronline kpdnkk apparently
Wed Aug 21 23:04:21 +0000 2024,@MaulenaGroot @MekSangBuaya Abih apa guna berlambak pegawai kpdnkk..makan gaji buta ka?..tanggungjawab kerajaan la pastikan harga barang turun..diesel pon turun 10sen jer..orang lain je bermasalah..masalah sendiri taknak pikir,Malaysia,@Maulenagroot @meksangbuaya what to use KPDNKK officer .. eat blind pay? .. government responsibility to make sure the price of goods goes down..diesel pounds down 10sen jer .. other people are in trouble ...
Wed Aug 21 20:18:36 +0000 2024,@update11111 @KPDNKK,"Johore, Malaysia",@update11111 @kpdnkk
Wed Aug 21 19:45:13 +0000 2024,@SyedAkramin @KPDNKK malas ulas panjang. Tag je.,"Johore, Malaysia",@Syedakramin @kpdnkk lazy review.Tag je.
Wed Aug 21 16:47:27 +0000 2024,@0nly_FABs @SyedAkramin x boleh kena saman kalau menu atau penerangan kpd pelanggan tidak jelas. silap2 kpdnkk dtg tgk menu x jelas gmbr menu ada sambal. mengelirukan pun boleh kena kompaun,,@0nly_fabs @syedakramin x can be sued if the menu or description of the customer is unclear.Mistakes2 kpdnkk in the menu x clearly gmbr menu has sambal.Even misleading can be compounded
Wed Aug 21 14:39:57 +0000 2024,@pedoqpop Nice try KPDNKK,🇲🇾🇸🇬,@pedoqpop nice try kpdnkk
Wed Aug 21 11:31:56 +0000 2024,@ShamTakumi @_AmranFans Komer siapa nk bertanya tuhhh. Org kuat Kjaan ker.. KPDNKK kerr.. Pengilang/Pemborong/Pengedar/Peruncit kerrr..? Cer g tinjau tgok ke seluruh kwsn baru tahu. Nk citer sini letih lerr.. Lps sorg.. sorg bertanya tp tak de sorg pun yg berguna. Semua sembang n jilat sini jerr.. ,,@Shamtakumi @_amranfans Complex who asked me.KerR's strong man .. KPDNKK Kerr .. Manufacturers/Wholesalers/Distributors/Retailers Kerrr ..?Cer g reviews all the new KWSN knows.Nk citer here tired .. lps sorg .. sorg asked but not even useful.All chat n lick here jerr ..
Wed Aug 21 10:53:24 +0000 2024,kakakakakak lebih kpdnkk dari kuah hahahahaha,Malaysia,You are more than a kpdnkk than the gravy hahahahaha
Wed Aug 21 08:34:07 +0000 2024,@MekSangBuaya Melampau jugak nasi ayam rm11. Nasi lemak babi ke? Senang je buat aduan kat KPDNKK nnt dorang tutup la kedai tu,"Bandar Kuala Lumpur, Wilayah P",@MeksangBuaya Extreme Chicken Rice RM11.Pork fat rice?It's nice to make a complaint at the KPDNKK not to close the store
Wed Aug 21 00:57:11 +0000 2024,@BungkusKawKaw @KPDNKK please check all the food price @BungkusKawKaw it s ridiculous!! @hmetromy @bernamadotcom @tv3malaysia,"Dubai, United Arab Emirates",@Butakkawkaw @kpdnkk please check all the food price @butakkawkaw it s ridiculous !!@hmetromy @bernamadotcom @tv3malaysia
Wed Aug 21 00:39:51 +0000 2024,After the downfall of QM Public Gold adalah next! @BNM_official kena tgk business governance yang mengarut @KPDNKK kena check the business conduct aligned or not dengan our regulatory framework. Hint : Insider trader and transfer pricing! Hint lagi : Income definition,,After the downfall of QM Public Gold is next!@Bnm_official has to get a business government that ridiculed @kpdnkk to check the business conduct aligned or not with our regulatory framework.Hint: Insider Trader and Transfer Pricing!Hint again: Income Definition
Tue Aug 20 08:17:19 +0000 2024,@posmalaysia No answer regarding the remark. Pls answer. @McmcReact @KPDN_HQ @KPDNKK https://t.co/Qzj7cLiThL,"Sabah, Malaysia",@posmalaysia no answer regarding the remark.Pls answer.@Mcmcreact @kpdn_hq @kpdnkk https://t.co/qzj7clithl
Tue Aug 20 07:52:50 +0000 2024,Patut pun @posmalaysia melingkup tgu mampos je orang xpakai. Kalau pakai @jntexpressmy paling² dua hari dah sampai. Slow update. Lepastu sendiri unsuccessful delivery. Senang keje bila dah malas nak keluar hantar. @McmcReact @KPDN_HQ @KPDNKK https://t.co/Wj46iVTkc3,"Sabah, Malaysia",Even @posmalaysia wrapped up and used people.If you use @jntexpressmy at least two days have arrived.Slow update.Lepastu itself unsuccessful delivery.It's nice to be lazy to go out.@Mcmcreact @kpdn_hq @kpdnkk https://t.co/wj46ivtkc3
Tue Aug 20 05:24:18 +0000 2024,@bossku_team @KamalNoze @JsmSelamat25259 @FiiZii2 @Bossbm17 @AimanAirin2 @mysahar @Dinkasa154 @IvarCripple @Alamurni @BanulataDava @Ayahanda_MD Selain pihak kerajaan pantau pengguna jika nampak peniaga jual pd harga tinggi. Ambik gambar dan lapor terus kpd KPDNKK....,West Malaysia,@bossku_team @kamalnoze @jsmselamat25259 @fiizii2 @bossbm17 @aimanairin2 @mysahar @sinkasa154 @ivarcripple @alamurni @banulatadava @ayahanda_md In addition to the government monitoring consumers if you see a high price trader.Take the picture and report directly to the KPDNKK ....
Mon Aug 19 12:27:32 +0000 2024,@PixiesTribe @irzzwani kena report KPDNKK ,Metaverse,@PixiSyStribe @irzzwani Report KPDNKK
Sun Aug 18 21:57:41 +0000 2024,@WazieW @LazadaMY Pembeli akan rasa tertipu bila barang yang kita order tidak dihantar ikut seperti pesanan. Kena report @KPDNKK kes sebegini.,"Alor Star, Kedah",@Waziew @lazadamy The buyer will feel fooled when the goods we order are not shipped like the order.Report @kpdnkk such cases.
Sun Aug 18 10:58:27 +0000 2024,Bila gaji gomen naik. Confirm la tetiba harga makanan pon naik . Haha takde kaitan kan. Kpdnkk pantau la harga makanan,Malaysia,When the paycheck goes up.Confirm it is the price of food.Haha has nothing to do with it.KPDNKK monitor the price of food
Sat Aug 17 11:32:25 +0000 2024,Saya jemput la @KPDNKK dtg ya ,"Bangi, Selangor.",I invite la @kpdnkk dtg yes
Sat Aug 17 06:01:17 +0000 2024,@JungshinChingu @umbrab3llator Mslh lah klu harga brg naik tp gaji x dpt naik. Jadi Ini dh ada kenaikan tak seragam utk pelbagai jenis perjawatan Awam kena la bg kredit sama pd SPA Utk harga brg ada KPDNKK; let them do their job,"Kuala Lumpur, Malaysia",@Jungshinchingu @umbrab3llator mslh lah prices can rise but pay x can go up.So this is a uniform increase for various types of public positions to be the same credit to the spa for the price of the KPDNKK;let them do their job
Sat Aug 17 03:58:27 +0000 2024,@bckupacc99 Salah tetap salah mpaj woii kuat buat perangai jenis korang ni semua tempat mmg muka sama eh dgn yg kate xde knowledge tu? Muka mcm sama dgn budak kpdnkk melaka aritu jenis bahasa tak ada adab.,Malaysia,@BCKUPACC99 is the wrong MPAJ WOII is strong for this kind of attitude of all of these places to face the same as that xde knowledge?Mcm's face is the same as the KPDNKK boy of Malacca is a lack of manners.
Fri Aug 16 17:17:20 +0000 2024,@ohtweet PEJABAT TANAH IMIGRESEN KPDNKK ,Malaysia,@ohtweet KPDNKK Immigration Land Office
Fri Aug 16 14:18:05 +0000 2024,@wh0kdy suruh dia report channel kama kat kpdnkk,she/her 04,@wh0kdy told him to report channel kam kat kpdnkk
Fri Aug 16 11:35:40 +0000 2024,@update11111 @KPDN_HQ @KPDNKK,Earth,@update11111 @kpdn_hq @kpdnkk
Fri Aug 16 03:59:56 +0000 2024,@update11111 Benda yang patut buat ialah tengok resit dia dimana dia beli then buat report di app kpdnkk. Report dalam app sangat function 3 hari dah datang check then dia akan bagi jawapan kepada report kita.,"Rembau, Negeri Sembilan",@Update11111 The only thing to do is see his receipt where he bought it then made a report on the KPDNKK app.Report in the app is a 3 -day function coming to check then he will answer our report.
Thu Aug 15 09:29:39 +0000 2024,@SyedJymalZahiid @KKMPutrajaya Bukan @KKMPutrajaya jer yg tak active. @KPDNKK pun sama. Mohon penambahbaikan,Malaysia,@Syedjymalzahiid @kkmputrajaya is not @kkmputrajaya jer not active.@Kpdnkk is the same.Apply for improvement
Thu Aug 15 09:26:14 +0000 2024,Anyone yg minta refund for #10cmLiveinKL? Boleh reply sini tak. I need to kumpul org supaya kpdnkk react faster for this issue,Malaysia,Anyone who asked for a refund for #10cmliveinkl?You can reply here.I need to gather org to KPDNKK react faster for this issue
Thu Aug 15 07:40:58 +0000 2024,Ramai tak sedar harga air mineral dengan air minuman dah start naik harga berlipat ganda. Patutlah beberapa bulan ni tak ada stok. Kita dahlah tak minat nak pakai Coway ke Cuckoo. Kita stress! @KPDNKK https://t.co/7cQpS4nE7i,,Many are unaware that the price of mineral water with drinking water has begun to rise.It should have been a few months without stock.We have no interest in applying Coway to Cuckoo.We're stressed!@Kpdnkk https://t.co/7cqps4ne7i
Thu Aug 15 05:58:48 +0000 2024,@MalaysianCitiz3 @update11111 @SPRMMalaysia @DBKL2u @jim_wpkl @KPDNKK @DrZalihaMustafa ‍‍‍‍‍,Malaysia,@Malaysiancitiz3 @update11111 @sprmmalaysia @dbkl2u @jim_wpkl @kpdnkk @drzalihamustafa ‍‍‍‍‍
Thu Aug 15 00:52:38 +0000 2024,@KPDN_HQ @KPDNKK saya call almost 10mins tak berangkat. https://t.co/uaQCqkxHk8,,@Kpdn_hq @kpdnkk I call almost 10mins.https://t.co/uaqcqkxhk8
Wed Aug 14 18:09:57 +0000 2024,@update11111 @SPRMMalaysia pergi Malam pantau Chinatown KL. Sebab itu warga asing bermaharajalela berniaga sebab dah bagi dedak kpd @DBKL2u @jim_wpkl @KPDNKK . @DrZalihaMustafa first task kpd Datuk Bandar baru pecat DBKL yg diamanahkan jaga area ini. Celaka DBKL ini makan dedak jer,"Kuala Lumpur, Wilayah Persekut",@update11111 @sprmmalaysia go to the night monitor chinatown kl.That's why foreigners are in the business because they are already for @dbkl2u @jim_wpkl @kpdnkk.@Drzalihamustafa first task to the new Mayor of the DBKL is entrusted with this area.This DBKL Double eats
Tue Aug 13 01:51:32 +0000 2024,Nice try KPDNKK,Kuala Lumpur Federal Territory,Nice try KPDNKK
Tue Aug 13 01:19:13 +0000 2024,@ibjela nice try kpdnkk Melaka,,@ibjela nice try kpdnkk melaka
Mon Aug 12 23:14:24 +0000 2024,@sidchan @KPDNKK,,@sidchan @kpdnkk
Mon Aug 12 10:19:56 +0000 2024,@sidchan @KPDN_HQ @KPDNKK,malaysia,@sidchan @kpdn_hq @kpdnkk
Mon Aug 12 08:54:22 +0000 2024,@bharianmy Ah kome..alasan je manjang @KPDNKK nah ni ada org cakap harga barang naik..sila buat operasi pantau harga bahan mentah Kalau ada sila ambil tindakan..jangan bersekongkol pulak haha,Burkina Faso,@bharianmy ah kome..but je mangjang @kpdnkk nah no people say the price of goods goes up .. please do the operation to monitor the price of raw materials if any please take action..Don't consume it haha
Mon Aug 12 05:47:32 +0000 2024,Saya harap sgt pegawai @KPDNKK @kppmkpdnkk dapat datang ke KLCC (contohnya) bersama saya dan ajar saya undang2 label harga jualan. Jom check bersama https://t.co/pYsDzNrIYo,"Kuala Lumpur, Malaysia ",I hope that the @kpdnkk @kppmkpdnkk officer can come to KLCC (for example) with me and teach me the sale price label.Let's check together https://t.co/pysdznriyo
Mon Aug 12 00:31:44 +0000 2024,Buat aduan dkt @KPDNKK tapi senang mcm tu je dia tutup case lepas tu syorkan suruh rujuk pdrm pulak ‍↕️,Malaysia,Make complaints with @kpdnkk but it's easy to close the case and then recommend asking the PDRM ‍↕️
Sat Jul 27 11:02:29 +0000 2024,Yang nak banyak macam paid review korang screenshot menu tu pastu masa dapat bandingkan dulu baru bayar. Selagi tak sama takyah bayar. And buat report KPDNKK.,Kuala Lumpur,Who wants a lot of paid reviews you screenshot menu for sure you can compare it first.As long as it is not the same as paying.And make a report on KPDNKK.
Sat Jul 27 02:14:08 +0000 2024,@MALAYSIAVIRALLL bagi detail. kita report kpdnkk,,@MalaysiaAviralll for details.We report KPDNKK
Fri Jul 26 15:55:23 +0000 2024,memang sial terpaling sial punya kedai @KPDN_HQ @KPDNKK https://t.co/8ciVCNd1Sk,,It is unlucky to have a shop @kpdn_hq @kpdnkk https://t.co/8civcnd1sk
Fri Jul 26 13:39:07 +0000 2024,@aizu_gen9 @bvrtrvb @kakkumei Ada dah sebenarnya. Dulu kereta selalu rosak so selalu la duk tunggu kat workshop tembak cicak nampak ratecard dia. Dulu ada chop persatuan mekanik malaysia sekarang kpdnkk yg jaga. Boleh report kat kpdnkk juga kalau rasa dia overcharge kita,Kuala Lumpur City,@aizu_gen9 @bvrtrvb @kakkumei is actually.The car used to be damaged so he was always waiting for the lizard shooting workshop to see his ratecard.There was a chop of the Malaysian Mechanical Association now KPDNKK.You can report to the KPDNKK too if he thinks he's overcharge
Fri Jul 26 12:50:18 +0000 2024,@mhmmdhsm report @KPDNKK @KPDN_HQ,Chernobyl,@mhmmdhsm report @kpdnkk @kpdn_hq
Fri Jul 26 12:46:26 +0000 2024,@eyemeroll Sorry bukan dari persatuan mekanik tapi dari KPDNKK. Site patut ada tapi tak jumpa. Tapi info dari fb kpdnkk ada https://t.co/1p1gogjOdm,Kuala Lumpur City,@eyemeroll sorry not from the Mechanical Association but from the KPDNKK.The site should be there but can't find it.But info from FB KPDNKK is https://t.co/1p1GogJodm
Fri Jul 26 12:44:20 +0000 2024,@mac_adimac @Petronas @KPDNKK Dia x peduli pon. Janji cukop bulan dapat duit hantar negara dia,Orang “06” Pahang 🇲🇾,@mac_adimac @petronas @kpdnkk he cares.The promise of a moon can make money to send his country
Fri Jul 26 12:43:57 +0000 2024,@AimanAirin2 @Petronas @KPDNKK Dia pon x berapa nak faham bahasa kebangsaan,Orang “06” Pahang 🇲🇾,@Aimairin2 @petronas @kpdnkk he pon x how much to understand the national language
Fri Jul 26 10:44:49 +0000 2024,@BitingTruth @StratcommPMX @KPDNKK Ya. Buat la kerja baik2. Rakyat terkesan beras tempatan tak ada. Saya pun dah pandai sikit2 cakap siam sebab makan beras impot,,@Bitingtruth @stratcommpmx @kpdnkk yes.Do good work.People are affected by local rice.I'm also good at talking to Siam because I eat rice
Fri Jul 26 10:33:04 +0000 2024,@UncleJazzman @StratcommPMX Tadi baru borak dengan member kerja Aeon Seksyen 13. Stok beras tempatan sampai bangla2 warehouse dah sorok siap2. Nak tengok bukti boleh tunggu malam lepas diorang balik kerja sorang2 angkut beras atas bahu. @KPDNKK kena buat kerja.,,@Unclejazzman @stratcommpmx was just a huddle with the AEON Section 13 work.To see the evidence can wait for the night to return to work on the rice carriers on the shoulder.@Kpdnkk has to work.
Fri Jul 26 02:40:10 +0000 2024,Harap faisal tehrani repost la video siti datang kpdnkk tuh sebab aset ummah ada projek untuk ummah tu,,Hope faisal tehrani repost la video siti coming kpdnkk because the ummah asset has a project for the ummah
Thu Jul 25 04:23:13 +0000 2024,dah seminggu masih xde respon ke @watsonsmy ?? cc: @KPDN_HQ @negeri_mykpdnkk @KPDNKK @anwaribrahim,,It's been a week since xde response to @watsonsmy ??cc: @kpdn_hq @negeri_mykpdnkk @kpdnkk @anwaribrahim
